#SALTICAM filter transmission data,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#compiled from spreadsheets provided by David Buckley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#compiled by Amanda Gulbis
#,SLOAN,,,,,STROEMGREN,,,,,,,,,Bessell,,,,,,,Hbeta wide (Custom Scientific),,UV,,,H-alpha,
Wavelength(nm),SDSS_up,SDSS_gp,SDSS_rp,SDSS_ip,SDSS_zp,Stromgren_u,Stromgren_v,Stromgren_b,Stromgren_y,Hbeta_wide,SRE_1,SRE_2,SRE_3,SRE_4,CLR-S1,U-S1,B-S1,V-S1,R-S1,I-S1,ND,Wavelength,Hbeta_narrow,Wavelength,340-35,380-40,Wavelength,Halpha-S1
985,-0.0097,-0.0078,-0.0531,-0.0394,97.5304,-0.0888,-0.12385,-0.15163,-0.1783,-0.17172,-0.17968,-0.16257,-0.16242,-0.18207,69.74504852,0.002156267,0.012778808,-0.017066704,0.119183026,0.014405736,2.80100894, , , , , ,614,0.000417753
985.5,-0.0072,-0.008,-0.052,-0.0473,97.6778,-0.08649,-0.13304,-0.15068,-0.17797,-0.16852,-0.17243,-0.16523,-0.15477,-0.17972,69.7495575,0.013961803,-0.004692743,0.000543997,0.118793733,0.009875691,2.796798229, , , , , ,614.2,0.00056745
986,-0.0083,-0.0091,-0.0506,-0.0427,97.6681,-0.08568,-0.13332,-0.1498,-0.1724,-0.16323,-0.16457,-0.17061,-0.15635,-0.17985,69.72438812,0.010739887,0.003237065,-0.006425584,0.120496467,0.012374209,2.809760332, , , , , ,614.4,0.000539787
986.5,-0.0077,-0.0113,-0.0499,-0.035,97.6958,-0.08061,-0.13498,-0.14528,-0.1666,-0.16665,-0.15391,-0.16779,-0.15257,-0.17945,69.62960052,0.006146116,0.009602722,-0.009650276,0.107879236,0.014330434,2.802181721, , , , , ,614.6,0.000574273
987,-0.0082,-0.0109,-0.0522,-0.0411,97.8112,-0.08189,-0.12776,-0.15188,-0.15771,-0.15907,-0.15225,-0.15699,-0.15,-0.18078,69.65668488,0.011112183,-0.009404387,-0.004344568,0.115936562,0.020124357,2.807768345, , , , , ,614.8,0.000513663
987.5,-0.0098,-0.0087,-0.0487,-0.0456,97.605,-0.08013,-0.12279,-0.15367,-0.15636,-0.16168,-0.14772,-0.14983,-0.1526,-0.17524,69.63660431,0.006616752,-0.00143409,-0.003496087,0.11377763,0.022538688,2.807114363, , , , , ,615,0.000547483
988,-0.0092,-0.0048,-0.0508,-0.0408,97.7943,-0.07882,-0.12157,-0.16121,-0.15288,-0.15879,-0.14795,-0.14518,-0.15485,-0.17532,69.52492523,0.005786647,0.001688957,-0.006343889,0.118828394,0.02221258,2.804648399, , , , , ,615.2,0.000391175
988.5,-0.0069,-0.0112,-0.046,-0.0395,97.7902,-0.08201,-0.1227,-0.16335,-0.15426,-0.16055,-0.15579,-0.14863,-0.15886,-0.17775,69.56013489,0.011100023,0.00225971,-0.000582607,0.099856034,0.028527319,2.79976511, , , , , ,615.4,0.000586864
989,-0.0065,-0.0089,-0.0519,-0.0413,97.7862,-0.08601,-0.13138,-0.16241,-0.16177,-0.16068,-0.1624,-0.15572,-0.16344,-0.18312,69.50995636,0.021791449,0.011278977,-0.003842638,0.109703839,0.012814175,2.817468405, , , , , ,615.6,0.000642927
989.5,-0.006,-0.0106,-0.0484,-0.0457,97.8219,-0.08231,-0.13024,-0.1582,-0.1633,-0.16046,-0.16672,-0.16105,-0.16384,-0.18371,69.48320007,0.005849498,0.008053252,-0.004243443,0.107875399,0.01720481,2.812420607, , , , , ,615.8,0.000625703
990,-0.007,-0.0072,-0.0498,-0.0506,97.7362,-0.08061,-0.13113,-0.15122,-0.16444,-0.16462,-0.16908,-0.1672,-0.15451,-0.17881,69.47741699,0.013634764,0.011277137,-0.005025716,0.106745839,0.016897235,2.809491396, , , , , ,616,0.000698973
990.5,-0.007,-0.0082,-0.0543,-0.0387,97.8551,-0.07661,-0.12751,-0.145,-0.16658,-0.16476,-0.17104,-0.16755,-0.15117,-0.17835,69.44380188,0.006247017,0.002295781,-0.00626508,0.103652723,0.014366637,2.811637402, , , , , ,616.2,0.000840041
991,-0.0068,-0.007,-0.0512,-0.0387,97.8085,-0.0731,-0.12512,-0.14176,-0.16724,-0.16461,-0.17038,-0.16283,-0.14633,-0.18278,69.41679382,0.011136229,0.010213006,-0.009427004,0.106199376,0.010492409,2.807373524, , , , , ,616.4,0.000625064
991.5,-0.0073,-0.01,-0.0486,-0.0427,97.7998,-0.07524,-0.1245,-0.13771,-0.16755,-0.17013,-0.17198,-0.15386,-0.14248,-0.18414,69.36043549,0.012356604,0.009687522,-0.00621454,0.107203402,0.013423624,2.803212881, , , , , ,616.6,0.000792573
992,-0.0064,-0.0092,-0.0498,-0.0427,97.7466,-0.08446,-0.12406,-0.13836,-0.16864,-0.16948,-0.17274,-0.14481,-0.14845,-0.18276,69.34963226,0.009524295,0.006576147,0.00077269,0.101318352,0.014816167,2.805427313, , , , , ,616.8,0.000732916
992.5,-0.007,-0.0104,-0.0526,-0.0418,97.8201,-0.09089,-0.12606,-0.14044,-0.17055,-0.17093,-0.1748,-0.14634,-0.15123,-0.18958,69.28507996,0.005387953,0.001225481,0.000377214,0.094493143,0.016878914,2.810083389, , , , , ,617,0.000438259
993,-0.0065,-0.0065,-0.0503,-0.0398,97.6282,-0.0941,-0.1251,-0.14316,-0.16859,-0.16202,-0.1723,-0.14622,-0.15363,-0.18559,69.27822113,0.013226575,0.006538155,-0.009407928,0.108152382,0.018135142,2.813182116, , , , , ,617.2,0.000756438
993.5,-0.009,-0.0098,-0.0496,-0.0455,97.7349,-0.0901,-0.13472,-0.1427,-0.16957,-0.17185,-0.16727,-0.15424,-0.15245,-0.18366,69.16416168,0.011864771,0.011288991,-0.0028571,0.101327539,0.010617558,2.802248001, , , , , ,617.4,0.000720733
994,-0.008,-0.0092,-0.0489,-0.0418,97.7782,-0.08828,-0.14033,-0.14717,-0.16793,-0.17075,-0.16528,-0.16068,-0.14839,-0.1886,69.19786072,0.014010349,0.0076276,-0.00820045,0.096802391,0.018105799,2.810244322, , , , , ,617.6,0.000927049
994.5,-0.0057,-0.0091,-0.0529,-0.0441,97.665,-0.08186,-0.14615,-0.1424,-0.16774,-0.17024,-0.16538,-0.17145,-0.14943,-0.18251,69.18266296,0.007862389,0.005491525,-0.006506965,0.092653044,0.016432958,2.805882931, , , , , ,617.8,0.000805306
995,-0.0078,-0.0117,-0.0496,-0.0468,97.694,-0.07387,-0.14244,-0.14222,-0.16328,-0.1687,-0.16632,-0.17121,-0.14275,-0.17781,69.13413239,0.003369029,0.012419764,-0.001175414,0.10789153,0.013258758,2.80651927, , , , , ,618,0.00088124
995.5,-0.0058,-0.0063,-0.0489,-0.0434,97.5604,-0.07295,-0.13629,-0.14595,-0.16081,-0.16296,-0.16289,-0.16667,-0.14427,-0.17478,69.15435028,0.002601603,0.006066991,-0.002777845,0.11777965,0.011886974,2.818372011, , , , , ,618.2,0.000601774
996,-0.0118,-0.009,-0.0528,-0.0391,97.6219,-0.0755,-0.13388,-0.15213,-0.15665,-0.16616,-0.1602,-0.16023,-0.14351,-0.18071,69.08133698,0.017738411,0.006592392,-0.006480217,0.098036349,0.01854684,2.809062481, , , , , ,618.4,0.000773193
996.5,-0.0013,-0.0097,-0.0508,-0.0435,97.5568,-0.07643,-0.12887,-0.15344,-0.15335,-0.16344,-0.15667,-0.15012,-0.15033,-0.18422,68.97333527,0.016515056,0.006120886,-0.012158947,0.098093845,0.011112176,2.810153484, , , , , ,618.6,0.000949828
997,-0.0091,-0.0085,-0.0484,-0.042,97.396,-0.08298,-0.13559,-0.15111,-0.1518,-0.16799,-0.15592,-0.14385,-0.15334,-0.18839,69.03925323,0.013928333,0.001321026,0.000956431,0.092185408,0.0107788,2.803202868, , , , , ,618.8,0.000888142
997.5,-0.0106,-0.0092,-0.0509,-0.0422,97.4718,-0.08697,-0.13555,-0.1498,-0.14761,-0.16821,-0.15588,-0.14604,-0.16847,-0.18816,68.977211,0.010713624,0.026577467,-0.002703517,0.085723631,0.008277324,2.800470114, , , , , ,619,0.001068117
998,-0.0042,-0.0091,-0.0505,-0.0453,97.4255,-0.0868,-0.1358,-0.14218,-0.1482,-0.16649,-0.1582,-0.14869,-0.17061,-0.18203,68.92240906,0.014043752,0.012961311,-0.002295443,0.087442197,0.009925587,2.802747726, , , , , ,619.2,0.001061373
998.5,-0.0089,-0.009,-0.0519,-0.0408,97.2457,-0.08632,-0.14197,-0.13735,-0.14741,-0.17055,-0.16337,-0.15259,-0.16815,-0.17476,68.91639709,0.011916989,0.002933499,-0.00471801,0.090710953,0.019310227,2.808652639, , , , , ,619.4,0.001006294
999,-0.0072,-0.0079,-0.0505,-0.0417,97.3577,-0.08936,-0.14197,-0.13968,-0.15486,-0.17276,-0.16604,-0.14689,-0.16466,-0.16419,68.89407349,0.013192578,0.009311825,-0.008427324,0.094735757,0.021363368,2.824267626, , , , , ,619.6,0.000965215
999.5,-0.0085,-0.0117,-0.048,-0.0398,97.1455,-0.08799,-0.13733,-0.14473,-0.15588,-0.1749,-0.16618,-0.14905,-0.16601,-0.16781,68.87535858,0.014014334,0.014484202,-0.004701954,0.087740384,0.023719613,2.809353352, , , , , ,619.8,0.000971038
1000,-0.0092,-0.0108,-0.0497,-0.0434,97.2509,-0.08774,-0.13167,-0.15423,-0.16363,-0.16828,-0.16624,-0.14559,-0.16146,-0.16389,68.84119415,0.012419228,0.002957473,-0.009996045,0.09187746,0.013623837,2.812378168, , , , , ,620,0.001118618
1000.5,-0.0085,-0.009,-0.0511,-0.0443,97.0836,-0.08608,-0.11957,-0.15899,-0.16458,-0.16771,-0.16739,-0.14423,-0.16048,-0.16237,68.84861755,0.013121189,0.007155289,-0.004241796,0.085407607,0.018856769,2.820342302, , , , , ,620.2,0.001244409
1001,-0.0087,-0.0106,-0.051,-0.0404,96.9372,-0.08653,-0.11348,-0.1632,-0.16227,-0.16748,-0.15954,-0.14431,-0.15366,-0.16824,68.78993988,0.011550946,0.010918352,-0.003829637,0.09427347,0.014053436,2.813963175, , , , , ,620.4,0.001403966
1001.5,-0.0073,-0.0069,-0.0506,-0.0454,97.0485,-0.08583,-0.12082,-0.16188,-0.1612,-0.16852,-0.15984,-0.14796,-0.16035,-0.17599,68.76721954,0.01481279,0.003588133,-0.007459414,0.09421479,0.016797226,2.819670439, , , , , ,620.6,0.000779698
1002,-0.0084,-0.0108,-0.0515,-0.0424,96.8281,-0.0836,-0.12543,-0.15557,-0.16217,-0.16425,-0.1589,-0.14811,-0.16491,-0.18107,68.72702026,0.007147125,0.007285744,-0.00997133,0.083493233,0.014069886,2.811566114, , , , , ,620.8,0.001334458
1002.5,-0.0071,-0.0082,-0.0497,-0.0436,96.7837,-0.0849,-0.12564,-0.14584,-0.16249,-0.15982,-0.15961,-0.15169,-0.1749,-0.17655,68.74127197,0.013541759,0.011377491,-0.006221332,0.07447952,0.011144257,2.815346479, , , , , ,621,0.001694831
1003,-0.0082,-0.0099,-0.05,-0.0402,96.7701,-0.08319,-0.1233,-0.14395,-0.15887,-0.15603,-0.16155,-0.14725,-0.16557,-0.17149,68.6368866,0.011600962,0.003594778,-0.003761179,0.083587669,0.020158807,2.812264204, , , , , ,621.2,0.001139674
1003.5,-0.0036,-0.0107,-0.0497,-0.0445,96.56,-0.08331,-0.1198,-0.14374,-0.16467,-0.15143,-0.1606,-0.14383,-0.16434,-0.16738,68.62298584,0.016394904,0.000916559,-0.004893628,0.094871938,0.012381331,2.817411423, , , , , ,621.4,0.001265116
1004,-0.0121,-0.0099,-0.0491,-0.0444,96.605,-0.08739,-0.11555,-0.14296,-0.16514,-0.14981,-0.15912,-0.14283,-0.15796,-0.16719,68.64237976,0.014875553,0.0183098,-0.006193077,0.086231098,0.016097885,2.805142403, , , , , ,621.6,0.001500785
1004.5,-0.0044,-0.0057,-0.0497,-0.042,96.4838,-0.08884,-0.11792,-0.14808,-0.15675,-0.15244,-0.15734,-0.14334,-0.15714,-0.16892,68.56072235,0.009160533,0.003547509,-0.003692621,0.089450076,0.011929256,2.803559542, , , , , ,621.8,0.001692278
1005,-0.0088,-0.012,-0.0508,-0.0443,96.3225,-0.0906,-0.11622,-0.14703,-0.15716,-0.15323,-0.16141,-0.14256,-0.15394,-0.16598,68.5676651,0.006271673,-0.000604125,0.007786456,0.081658863,0.014839864,2.811247587, , , , , ,622,0.001097359
1005.5,-0.0083,-0.0046,-0.0494,-0.0415,96.3813,-0.09002,-0.12665,-0.14821,-0.15688,-0.15299,-0.16875,-0.1514,-0.15373,-0.1675,68.48583984,0.01194071,0.007791955,-0.008987742,0.083498947,0.011967334,2.811050415, , , , , ,622.2,0.001439177
1006,-0.0086,-0.0094,-0.0506,-0.045,96.1467,-0.09013,-0.13363,-0.14947,-0.16047,-0.15848,-0.17018,-0.15516,-0.15251,-0.16976,68.46321106,0.01119728,0.010931175,-0.003644776,0.075868532,0.026291402,2.810197353, , , , , ,622.4,0.001587201
1006.5,-0.0067,-0.0099,-0.0488,-0.0441,96.1517,-0.08805,-0.13624,-0.14632,-0.15958,-0.16102,-0.17022,-0.15878,-0.16145,-0.17466,68.46195984,0.010294508,0.006203236,-0.008125544,0.075832829,0.016410982,2.820808172, , , , , ,622.6,0.001528597
1007,-0.0083,-0.0067,-0.0471,-0.045,96.034,-0.08908,-0.1455,-0.14688,-0.16094,-0.16387,-0.16514,-0.16323,-0.16795,-0.17766,68.40978241,0.012806528,0.004154353,-0.00976995,0.100550734,0.012797679,2.818534851, , , , , ,622.8,0.001536364
1007.5,-0.0062,-0.0091,-0.0529,-0.0395,95.9237,-0.08709,-0.13927,-0.14019,-0.15624,-0.16012,-0.16338,-0.16549,-0.17673,-0.17774,68.36536407,0.024969539,0.006228136,-0.012969256,0.071856305,0.01644424,2.811294079, , , , , ,623,0.001652496
1008,-0.0085,-0.0081,-0.051,-0.0416,95.8927,-0.083,-0.13263,-0.13206,-0.15669,-0.16444,-0.15961,-0.16736,-0.17163,-0.17073,68.38884735,0.009949317,0.023156658,-0.006846421,0.065601051,0.014843883,2.817477465, , , , , ,623.2,0.00160769
1008.5,-0.0087,-0.0089,-0.047,-0.0444,95.7466,-0.08158,-0.1213,-0.12943,-0.15727,-0.16857,-0.16036,-0.16556,-0.16607,-0.16799,68.32776642,0.014367642,0.010966389,-0.009606776,0.078206308,0.009934531,2.818336248, , , , , ,623.4,0.001634806
1009,-0.0104,-0.0089,-0.0484,-0.0464,95.6119,-0.08759,-0.1136,-0.1295,-0.15946,-0.1695,-0.16217,-0.16226,-0.16738,-0.16492,68.31496429,0.016127206,0.013107975,-0.001908433,0.093263663,0.014919697,2.815519094, , , , , ,623.6,0.001554408
1009.5,-0.0031,-0.0102,-0.0534,-0.0466,95.6458,-0.09668,-0.10726,-0.12679,-0.15592,-0.17031,-0.16091,-0.1577,-0.16454,-0.16013,68.28434753,0.014001614,0.012571443,-0.006343004,0.074297115,0.016403383,2.81401515, , , , , ,623.8,0.001562643
1010,-0.0096,-0.0067,-0.0491,-0.0432,95.4276,-0.0912,-0.1146,-0.12671,-0.15206,-0.16679,-0.1613,-0.14509,-0.1589,-0.1608,68.22254944,0.01574567,0.008412881,-0.008417649,0.068850696,0.013655491,2.817388535, , , , , ,624,0.001709148
1010.5,-0.0099,-0.0093,-0.0466,-0.0431,95.3906,-0.08814,-0.12115,-0.13734,-0.15571,-0.15901,-0.16379,-0.14627,-0.16578,-0.16832,68.25556183,0.018826813,0.000548237,-0.001440847,0.075593024,0.013573835,2.821703911, , , , , ,624.2,0.00178101
1011,-0.0068,-0.0089,-0.0474,-0.044,95.3197,-0.08332,-0.12514,-0.14647,-0.16091,-0.15397,-0.16457,-0.14631,-0.16759,-0.18091,68.20665741,0.017717104,0.006296095,-0.015301945,0.083549567,0.018947661,2.815317154, , , , , ,624.4,0.001766074
1011.5,-0.0083,-0.0063,-0.0481,-0.0449,95.1397,-0.0769,-0.1229,-0.15131,-0.15734,-0.15432,-0.16959,-0.1511,-0.17069,-0.19257,68.17251587,0.009920389,0.003695899,-0.00909912,0.07709644,0.007916238,2.812261105, , , , , ,624.6,0.001732584
1012,-0.0072,-0.0069,-0.0485,-0.0442,95.1927,-0.07446,-0.11644,-0.15298,-0.16088,-0.15498,-0.17154,-0.15657,-0.17478,-0.19041,68.20236206,0.013234285,0.007916439,-0.008358425,0.076341294,0.012798616,2.814959288, , , , , ,624.8,0.001861389
1012.5,-0.0066,-0.0096,-0.0466,-0.0436,95.0294,-0.07532,-0.12249,-0.15481,-0.15802,-0.1536,-0.17346,-0.16036,-0.17658,-0.19083,68.13045502,0.012350949,0.00580544,-0.007489062,0.076877549,0.013618272,2.822958946, , , , , ,625,0.001991194
1013,-0.01,-0.0099,-0.045,-0.0431,94.9353,-0.07725,-0.12126,-0.15507,-0.16336,-0.16178,-0.17653,-0.15903,-0.16901,-0.18389,68.06112671,0.014465072,0.005346095,-0.006690232,0.072025172,0.010381855,2.816862106, , , , , ,625.2,0.001948899
1013.5,-0.0043,-0.0118,-0.0462,-0.045,94.8489,-0.07826,-0.12081,-0.15645,-0.17076,-0.16778,-0.18105,-0.14853,-0.16579,-0.1807,68.07749939,0.012773453,0.007858048,-0.007461845,0.069120578,0.016040152,2.814504385, , , , , ,625.4,0.001961321
1014,-0.0077,-0.0079,-0.0467,-0.0426,94.7941,-0.08879,-0.12296,-0.15716,-0.16959,-0.17521,-0.18253,-0.13781,-0.16008,-0.17448,68.01830292,0.019761112,0.010574505,-0.002962125,0.072911896,0.016054532,2.81175828, , , , , ,625.6,0.001971764
1014.5,-0.0113,-0.0071,-0.0459,-0.0439,94.6506,-0.08973,-0.13022,-0.15145,-0.16856,-0.17044,-0.1688,-0.12818,-0.15978,-0.17075,68.02563477,0.009943153,0.011587054,-0.00498426,0.073087104,0.013629205,2.825223923, , , , , ,625.8,0.002022863
1015,-0.0056,-0.007,-0.0473,-0.0426,94.6118,-0.08857,-0.1364,-0.14243,-0.16912,-0.17228,-0.16034,-0.12609,-0.15605,-0.1662,67.93650055,0.013231717,0.006898741,-0.000882238,0.066262342,0.021428514,2.806780815, , , , , ,626,0.002014622
1015.5,-0.0085,-0.0085,-0.0468,-0.0433,94.5315,-0.08822,-0.13484,-0.14277,-0.16091,-0.1659,-0.15191,-0.13118,-0.15526,-0.16873,67.91975403,0.013551384,0.011073823,-0.000861281,0.073229738,0.016026594,2.811254501, , , , , ,626.2,0.002138093
1016,-0.0063,-0.0075,-0.0432,-0.0443,94.5012,-0.09104,-0.12923,-0.15098,-0.15251,-0.16513,-0.14837,-0.15117,-0.1602,-0.16606,67.92919922,0.012927973,0.005939961,-0.004514359,0.086657345,0.022596249,2.840439796, , , , , ,626.4,0.00227881
1016.5,-0.0096,-0.0051,-0.0425,-0.0448,94.3436,-0.10127,-0.1196,-0.1569,-0.15257,-0.16108,-0.14368,-0.16166,-0.15878,-0.1621,67.87628937,0.01481309,0.007942596,-0.006135016,0.066290282,0.011544148,2.818826675, , , , , ,626.6,0.002305664
1017,-0.0099,-0.0057,-0.0449,-0.0414,94.3453,-0.09612,-0.11812,-0.15592,-0.15243,-0.16658,-0.1448,-0.17209,-0.15473,-0.16379,67.83558655,0.012818403,0.019007534,-0.009778742,0.071586251,0.015335028,2.815343857, , , , , ,626.8,0.002219423
1017.5,-0.005,-0.005,-0.0405,-0.044,94.2466,-0.09417,-0.11752,-0.15854,-0.15303,-0.1606,-0.15358,-0.17818,-0.15818,-0.16235,67.83330536,0.012363204,0.004789863,-0.010184249,0.06896089,0.018462025,2.816003323, , , , , ,627,0.002245798
1018,-0.0063,-0.0052,-0.0425,-0.0431,94.193,-0.09508,-0.12401,-0.16031,-0.15477,-0.15763,-0.1642,-0.16494,-0.16182,-0.1677,67.81156921,0.01817674,0.003792725,-0.004407457,0.05935384,0.013674946,2.82125926, , , , , ,627.2,0.002379266
1018.5,-0.0099,-0.0126,-0.0405,-0.045,94.1464,-0.09124,-0.12407,-0.15967,-0.1565,-0.1626,-0.17789,-0.15122,-0.16439,-0.17642,67.76170349,0.012830969,0.015874507,-0.009332405,0.080483988,0.013964322,2.811201334, , , , , ,627.4,0.002431277
1019,-0.0081,-0.0096,-0.0424,-0.0455,94.0716,-0.08725,-0.12809,-0.15102,-0.16378,-0.16528,-0.18128,-0.14247,-0.16642,-0.18133,67.79023743,0.003458269,0.011645896,0.004160084,0.062081117,0.010784689,2.820814848, , , , , ,627.6,0.002563279
1019.5,-0.0065,-0.0015,-0.0361,-0.0439,93.9802,-0.08371,-0.13946,-0.14068,-0.16184,-0.15998,-0.17894,-0.14206,-0.1631,-0.18476,67.72070313,0.013200418,0.005405911,0.000899575,0.079200096,0.012036461,2.817081451, , , , , ,627.8,0.002495392
1020,-0.0106,-0.0082,-0.0428,-0.0419,93.9256,-0.08809,-0.14296,-0.1258,-0.16215,-0.15764,-0.17317,-0.14532,-0.15686,-0.18729,67.71694183,0.009149658,0.014843585,-0.004804019,0.072703205,0.018540755,2.823986769, , , , , ,628,0.002570668
1020.5,-0.006,-0.0039,-0.0429,-0.0455,93.9039,-0.08783,-0.14305,-0.12568,-0.16045,-0.15225,-0.16354,-0.15027,-0.15541,-0.19304,67.65726471,0.01445448,0.013211031,-0.005193039,0.067029729,0.012343518,2.818522215, , , , , ,628.2,0.0026645
1021,-0.0055,-0.0093,-0.0451,-0.0418,93.8233,-0.09167,-0.13424,-0.1275,-0.15923,-0.14849,-0.15881,-0.1555,-0.15345,-0.19534,67.61753845,0.014900687,0.019052975,-0.001493439,0.067843497,0.013652883,2.811206579, , , , , ,628.4,0.002648574
1021.5,-0.0088,-0.0054,-0.0422,-0.0414,93.8462,-0.08541,-0.13374,-0.13354,-0.15839,-0.14743,-0.15295,-0.15661,-0.15487,-0.19221,67.59653473,0.009912636,0.019000582,-0.007193214,0.070713259,0.015267797,2.82950592, , , , , ,628.6,0.002733121
1022,-0.006,-0.0051,-0.0436,-0.0464,93.7804,-0.083,-0.13001,-0.13524,-0.16221,-0.15625,-0.15626,-0.15728,-0.15546,-0.18849,67.53800964,0.009585402,0.003903029,-0.006769479,0.064673476,0.015676457,2.823958874, , , , , ,628.8,0.002975399
1022.5,-0.0075,-0.0083,-0.0448,-0.0432,93.7786,-0.08394,-0.12618,-0.14512,-0.15462,-0.15345,-0.16491,-0.1499,-0.16162,-0.18944,67.59580994,0.011612792,0.008077227,-0.005528972,0.068842359,0.012819676,2.808051825, , , , , ,629,0.002941316
1023,-0.0092,-0.0028,-0.042,-0.0431,93.7043,-0.08185,-0.12852,-0.15339,-0.13987,-0.15492,-0.17513,-0.14334,-0.17372,-0.18076,67.55283356,0.007963136,0.015411603,-0.006717301,0.057815108,0.011210768,2.818946123, , , , , ,629.2,0.002997211
1023.5,-0.0081,-0.0074,-0.045,-0.0437,93.7195,-0.08133,-0.13248,-0.15503,-0.13791,-0.15434,-0.17565,-0.13267,-0.17878,-0.17285,67.46959686,0.010785067,0.012820454,-0.007929743,0.073660418,0.015238088,2.810343504, , , , , ,629.4,0.003092065
1024,-0.0071,-0.0076,-0.0468,-0.0473,93.6508,-0.08204,-0.13969,-0.15213,-0.13916,-0.16371,-0.17028,-0.12986,-0.17291,-0.17371,67.49043274,0.014486311,0.014841753,-0.002213002,0.060931884,0.014947792,2.818850517, , , , , ,629.6,0.003158437
1024.5,-0.0072,-0.0016,-0.0476,-0.0414,93.6674,-0.08263,-0.15028,-0.14621,-0.14685,-0.16346,-0.16582,-0.13193,-0.17444,-0.17143,67.45452118,0.014466404,0.009701533,-0.002989721,0.062522523,0.014428364,2.818738699, , , , , ,629.8,0.003284154
1025,-0.008,-0.008,-0.0424,-0.0415,93.6251,-0.0813,-0.15451,-0.14165,-0.14884,-0.15989,-0.16899,-0.13069,-0.17407,-0.17151,67.39276886,0.012442033,0.01021014,-0.000951663,0.066657841,0.01120821,2.815919638, , , , , ,630,0.003349652
1025.5,-0.0088,-0.0071,-0.0471,-0.0473,93.5355,-0.07826,-0.14936,-0.14507,-0.15459,-0.16497,-0.17223,-0.13062,-0.17626,-0.17027,67.38236237,0.016096426,0.01436926,-0.006228135,0.065090209,0.012826123,2.819673538, , , , , ,630.2,0.003481317
1026,-0.0083,-0.0041,-0.0444,-0.0442,93.6568,-0.07618,-0.14171,-0.14803,-0.1628,-0.16785,-0.16939,-0.13453,-0.17733,-0.17558,67.36255646,0.01041187,0.012324992,-0.004188649,0.060861789,0.008410667,2.831604004, , , , , ,630.4,0.003610846
1026.5,-0.0091,-0.0062,-0.0467,-0.0412,93.5722,-0.07155,-0.13706,-0.15221,-0.16023,-0.17203,-0.16496,-0.14726,-0.17756,-0.17766,67.33094788,0.012001593,0.01439782,-0.009812827,0.062086053,0.014411773,2.824049711, , , , , ,630.6,0.003774792
1027,-0.0042,-0.0047,-0.0461,-0.0421,93.5447,-0.07577,-0.13703,-0.15256,-0.15832,-0.17378,-0.16358,-0.15632,-0.1675,-0.17958,67.30797577,0.013711864,0.00818653,-0.003335646,0.064692669,0.009583578,2.818226814, , , , , ,630.8,0.003764095
1027.5,-0.0096,-0.0046,-0.0455,-0.0464,93.537,-0.085,-0.1311,-0.15984,-0.1547,-0.1742,-0.16563,-0.16485,-0.16144,-0.18449,67.24449921,0.010808446,0.021681303,-0.005745032,0.066589102,0.014878016,2.807696581, , , , , ,631,0.003881109
1028,-0.0116,-0.004,-0.0468,-0.0473,93.685,-0.08884,-0.12107,-0.1608,-0.15784,-0.16909,-0.16266,-0.16958,-0.15529,-0.18987,67.26045227,0.0116293,0.023341192,-0.009842817,0.059933145,0.02546213,2.823338985, , , , , ,631.2,0.003892937
1028.5,-0.0048,-0.0069,-0.0479,-0.0397,93.6658,-0.09113,-0.1216,-0.1583,-0.15826,-0.16221,-0.16049,-0.16836,-0.14935,-0.18728,67.24897003,0.011245639,0.005587319,-0.008977965,0.061285809,0.017317206,2.821208954, , , , , ,631.4,0.00402911
1029,-0.0092,-0.0041,-0.0462,-0.0422,93.6016,-0.0961,-0.1263,-0.1498,-0.16309,-0.16223,-0.15488,-0.1697,-0.14563,-0.18806,67.20495605,0.014078584,0.009793993,-0.006511648,0.063190781,0.014055286,2.816865683, , , , , ,631.6,0.004202074
1029.5,-0.0076,-0.0036,-0.0482,-0.0431,93.5233,-0.10342,-0.12391,-0.14541,-0.16491,-0.15519,-0.15539,-0.16454,-0.14655,-0.18854,67.20491028,0.010007376,0.015434441,-0.000391588,0.059859648,0.011208056,2.825347424, , , , , ,631.8,0.004326345
1030,-0.0074,-0.0106,-0.0515,-0.0464,93.7605,-0.1097,-0.13244,-0.14483,-0.15695,-0.1512,-0.1659,-0.15554,-0.15328,-0.18635,67.12380981,0.012841891,0.018661072,-0.008120958,0.057371553,0.016943496,2.808928967, , , , , ,632,0.004453782
1030.5,-0.0069,-0.0017,-0.0502,-0.043,93.578,-0.103,-0.13524,-0.14354,-0.15258,-0.15005,-0.17187,-0.14988,-0.16353,-0.18503,67.12974548,0.018944653,0.011839864,-0.009289909,0.059767872,0.024255043,2.821736574, , , , , ,632.2,0.004679665
1031,-0.0092,-0.0058,-0.0477,-0.042,93.7738,-0.09914,-0.13101,-0.14498,-0.15287,-0.15364,-0.17291,-0.1511,-0.16369,-0.18311,67.109375,0.015330015,0.01762094,-0.000342489,0.071005672,0.015328459,2.822284937, , , , , ,632.4,0.004727756
1031.5,-0.0047,-0.0043,-0.0504,-0.0425,93.7249,-0.09755,-0.13496,-0.14405,-0.15074,-0.15673,-0.17364,-0.15389,-0.17132,-0.18036,67.068367,0.01201086,0.009225328,-0.003598268,0.061997823,0.011638976,2.820908546, , , , , ,632.6,0.005025239
