#SALTICAM filter transmission data,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#compiled from spreadsheets provided by David Buckley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#compiled by Amanda Gulbis
#,SLOAN,,,,,STROEMGREN,,,,,,,,,Bessell,,,,,,,Hbeta wide (Custom Scientific),,UV,,,H-alpha,
Wavelength(nm),SDSS_up,SDSS_gp,SDSS_rp,SDSS_ip,SDSS_zp,Stromgren_u,Stromgren_v,Stromgren_b,Stromgren_y,Hbeta_wide,SRE_1,SRE_2,SRE_3,SRE_4,CLR-S1,U-S1,B-S1,V-S1,R-S1,I-S1,ND,Wavelength,Hbeta_narrow,Wavelength,340-35,380-40,Wavelength,Halpha-S1
938,-0.0078,-0.009,-0.0466,-0.0442,97.2073,-0.08903,-0.12792,-0.13204,-0.15646,-0.1614,-0.15969,-0.16987,-0.15976,-0.1599,73.2436142,0.003754015,0.001282556,-0.021316368,0.333709449,0.016221952,2.812865257, , , , , ,595.2,0.000236038
938.5,-0.0018,-0.0088,-0.0476,-0.0398,97.1822,-0.08252,-0.13357,-0.13365,-0.15586,-0.16103,-0.16316,-0.16779,-0.15467,-0.16301,73.17508698,0.006401462,0.005658022,-0.01395228,0.333122641,0.011698113,2.811514616, , , , , ,595.4,0.000111851
939,-0.0062,-0.0066,-0.0492,-0.0407,97.2877,-0.07831,-0.13025,-0.13577,-0.15491,-0.15587,-0.16501,-0.16311,-0.15214,-0.16859,73.15867615,0.000359875,0.003466136,-0.015365223,0.312229723,0.013462195,2.813418388, , , , , ,595.6,0.000103639
939.5,-0.0062,-0.0114,-0.0502,-0.0411,97.3046,-0.07253,-0.13022,-0.14688,-0.15207,-0.149,-0.16643,-0.1628,-0.15506,-0.16804,73.11051178,0.009311927,0.006213013,-0.013604747,0.312610626,0.014698076,2.809950352, , , , , ,595.8,0.000137943
940,-0.0061,-0.0104,-0.0522,-0.043,97.3655,-0.06707,-0.12816,-0.1506,-0.15306,-0.15026,-0.16441,-0.1667,-0.15766,-0.17342,73.08010101,0.008103799,-0.00363908,-0.009905191,0.315030277,0.010619299,2.797311544, , , , , ,596,0.000261178
940.5,-0.0048,-0.0072,-0.051,-0.0418,97.4549,-0.06827,-0.12942,-0.15102,-0.14903,-0.14732,-0.15638,-0.17269,-0.16462,-0.17307,73.05174255,0.00273936,0.005125321,-0.009038467,0.316471368,0.015429928,2.804400444, , , , , ,596.2,0.000195562
941,-0.0061,-0.0082,-0.0513,-0.0394,97.3939,-0.07074,-0.13174,-0.15196,-0.15107,-0.15027,-0.1555,-0.17871,-0.16725,-0.17381,73.02887726,0.013093695,0.007372146,-0.014019087,0.326367617,0.02026557,2.817369461, , , , , ,596.4,0.000107849
941.5,-0.0054,-0.0103,-0.0466,-0.0402,97.4572,-0.07649,-0.13658,-0.14703,-0.16413,-0.1539,-0.15729,-0.17133,-0.16396,-0.1767,72.90525818,0.001123497,0.008453238,-0.008518131,0.306365967,0.017095454,2.801583052, , , , , ,596.6,0.000130897
942,-0.0056,-0.0104,-0.0475,-0.0428,97.435,-0.07891,-0.14261,-0.14528,-0.16631,-0.15074,-0.1612,-0.15788,-0.16622,-0.17134,72.93956757,0.008651197,-0.000877204,-0.01191274,0.289878517,0.020140151,2.814272881, , , , , ,596.8,8.56E-05
942.5,-0.0054,-0.0051,-0.0542,-0.0448,97.4736,-0.08143,-0.13779,-0.1443,-0.1661,-0.14936,-0.16516,-0.15221,-0.16459,-0.16834,72.86885071,0.007674134,0.010094177,-0.020071933,0.30252263,0.007682283,2.803545237, , , , , ,597,0.000168924
943,-0.0054,-0.011,-0.0491,-0.0411,97.5065,-0.08581,-0.13297,-0.14144,-0.16668,-0.15114,-0.16967,-0.1465,-0.15969,-0.16448,72.79349518,0.007370114,0.010133564,-0.018083313,0.280627757,0.01766224,2.805506706, , , , , ,597.2,0.000169522
943.5,-0.0027,-0.009,-0.0435,-0.0388,97.4635,-0.08075,-0.13752,-0.13769,-0.17171,-0.14289,-0.17448,-0.14533,-0.16125,-0.16678,72.8031311,0.0084941,-0.000321904,-0.011344492,0.283402264,0.016317237,2.806621313, , , , , ,597.4,0.000123279
944,-0.0052,-0.006,-0.0506,-0.039,97.5496,-0.08058,-0.13704,-0.13684,-0.16984,-0.1404,-0.16872,-0.15033,-0.16438,-0.17004,72.74099731,0.010208593,0.005192996,-0.013084721,0.292759717,0.010169502,2.820242167, , , , , ,597.6,7.19E-05
944.5,-0.0054,-0.0093,-0.0517,-0.0444,97.4642,-0.07937,-0.13139,-0.13998,-0.16546,-0.13933,-0.16225,-0.15914,-0.15958,-0.17216,72.72251892,-0.00060837,0.006296526,-0.019663358,0.28373757,0.017605273,2.79813242, , , , , ,597.8,0.00021245
945,-0.008,-0.009,-0.0508,-0.0441,97.6011,-0.08066,-0.12716,-0.14339,-0.17316,-0.14769,-0.15607,-0.16353,-0.15774,-0.17201,72.68494415,0.012300146,0.004289822,-0.015923442,0.278314501,0.014797844,2.80290246, , , , , ,598,0.00021672
945.5,-0.0022,-0.008,-0.0477,-0.0425,97.4909,-0.07793,-0.12725,-0.14706,-0.17554,-0.15311,-0.15593,-0.16029,-0.15832,-0.17384,72.63935089,0.003559059,0.004088094,-0.010016185,0.285269439,0.018750867,2.805461168, , , , , ,598.2,0.00016844
946,-0.0045,-0.0099,-0.048,-0.0403,97.5641,-0.08082,-0.12616,-0.1454,-0.17517,-0.15551,-0.16132,-0.1524,-0.15637,-0.17722,72.62996674,0.009338887,-0.001233986,-0.013414809,0.270996422,0.017252466,2.805182695, , , , , ,598.4,0.000127988
946.5,-0.0074,-0.0077,-0.0514,-0.0405,97.4698,-0.08574,-0.12217,-0.1463,-0.17243,-0.1543,-0.16958,-0.14235,-0.155,-0.17233,72.49261475,0.013573382,0.001948278,-0.005890041,0.265614927,0.019221701,2.79797411, , , , , ,598.6,0.000162183
947,-0.0056,-0.0086,-0.0496,-0.0484,97.5483,-0.08663,-0.12292,-0.14966,-0.16787,-0.15704,-0.17474,-0.1319,-0.15192,-0.17221,72.5351944,0.007712927,0.003129671,-0.010022101,0.265552491,0.013516411,2.809033394, , , , , ,598.8,0.000266282
947.5,-0.0087,-0.0121,-0.0503,-0.0397,97.4572,-0.08869,-0.12538,-0.15243,-0.16321,-0.15412,-0.17163,-0.1327,-0.15419,-0.16822,72.42369843,0.00813846,0.000354609,-0.007498999,0.260839343,0.008912841,2.796355247, , , , , ,599,0.00019254
948,-0.0027,-0.0061,-0.0514,-0.0426,97.5444,-0.08837,-0.12872,-0.15718,-0.16017,-0.15397,-0.17061,-0.14763,-0.15867,-0.17002,72.42433167,0.011066657,-0.000159048,-0.011617426,0.260754556,0.02013295,2.8055861, , , , , ,599.2,0.000185239
948.5,-0.0063,-0.0097,-0.0468,-0.0429,97.397,-0.0907,-0.13247,-0.15503,-0.16531,-0.1509,-0.16265,-0.1651,-0.16059,-0.17167,72.37468719,0.007248438,0.01070541,-0.012833185,0.263644904,0.010146377,2.800792933, , , , , ,599.4,0.000134211
949,-0.0069,-0.0115,-0.0486,-0.045,97.5286,-0.08235,-0.13591,-0.15279,-0.16255,-0.14995,-0.16207,-0.16801,-0.16877,-0.17554,72.35953522,0.008163337,0.002698217,-0.013689811,0.251727134,0.013938821,2.809221745, , , , , ,599.6,0.000140912
949.5,-0.0042,-0.0093,-0.056,-0.0439,97.4163,-0.07355,-0.13769,-0.15805,-0.1606,-0.14745,-0.15738,-0.17146,-0.17097,-0.17645,72.35434723,0.008545264,0.008951868,-0.011939173,0.258134365,0.005672061,2.806044102, , , , , ,599.8,0.000218884
950,-0.0086,-0.0084,-0.0515,-0.0407,97.4053,-0.07368,-0.13371,-0.15621,-0.16187,-0.15367,-0.15745,-0.17027,-0.16935,-0.17138,72.24597931,0.006889334,-0.000693785,-0.018588323,0.241540194,0.009781351,2.791028738, , , , , ,600,9.53E-05
950.5,-0.0039,-0.0104,-0.0487,-0.0366,97.4138,-0.07132,-0.12923,-0.156,-0.1613,-0.15462,-0.15564,-0.16671,-0.16565,-0.16653,72.24591064,0.005232871,0.002736061,-0.014008206,0.242116585,0.012239509,2.806625366, , , , , ,600.2,0.000205363
951,-0.0075,-0.0089,-0.0478,-0.0471,97.4095,-0.06888,-0.12854,-0.14929,-0.16495,-0.15423,-0.15541,-0.1634,-0.16854,-0.16227,72.21051788,0.003765112,0.003674698,-0.017631687,0.248716235,0.024281383,2.809746265, , , , , ,600.4,9.32E-05
951.5,-0.0069,-0.0108,-0.05,-0.0414,97.3027,-0.06584,-0.12727,-0.14672,-0.16215,-0.15415,-0.15413,-0.15754,-0.16523,-0.16516,72.13938141,0.007670634,0.004771428,-0.007334477,0.234000504,0.014678224,2.794748068, , , , , ,600.6,0.000204255
952,-0.005,-0.0072,-0.0483,-0.0383,97.3438,-0.0693,-0.12347,-0.14064,-0.16414,-0.16035,-0.1539,-0.15787,-0.15874,-0.16083,72.12495422,0.008206503,0.003155645,-0.003211224,0.236153469,0.017237965,2.809926033, , , , , ,600.8,0.00016879
952.5,-0.0084,-0.0103,-0.048,-0.0411,97.2625,-0.06914,-0.12575,-0.14057,-0.16791,-0.16063,-0.1573,-0.15596,-0.15784,-0.16861,72.05410004,0.007272936,-0.001735219,-0.010174096,0.231321663,0.009730074,2.806734085, , , , , ,601,0.000110025
953,-0.004,-0.0069,-0.0518,-0.0451,97.2353,-0.07324,-0.12878,-0.14632,-0.16732,-0.1641,-0.15432,-0.15679,-0.16251,-0.17571,72.06980896,0.009401685,0.00102738,-0.015203125,0.240815178,0.00443513,2.79774785, , , , , ,601.2,0.000173612
953.5,-0.0045,-0.0076,-0.0509,-0.0411,97.228,-0.07395,-0.12746,-0.14903,-0.16699,-0.16604,-0.1598,-0.15762,-0.16474,-0.18263,71.99607849,0.006881597,0.001126187,-0.014676249,0.228572771,0.027819594,2.802246094, , , , , ,601.4,0.000228012
954,-0.009,-0.011,-0.0469,-0.041,97.1819,-0.07536,-0.12972,-0.15372,-0.15689,-0.16676,-0.16026,-0.15313,-0.16213,-0.18876,71.94900513,0.009401644,0.005900125,-0.006019384,0.224004939,0.018931549,2.809942961, , , , , ,601.6,8.83E-05
954.5,-0.0036,-0.009,-0.0487,-0.0438,97.1671,-0.07615,-0.13634,-0.15314,-0.1514,-0.16027,-0.15813,-0.1533,-0.162,-0.18987,71.93662262,0.003298629,-0.001050929,-0.013010329,0.225737348,0.012233309,2.797422171, , , , , ,601.8,0.000257907
955,-0.0071,-0.0085,-0.0528,-0.0392,97.1098,-0.07568,-0.13826,-0.15556,-0.15179,-0.1518,-0.15784,-0.15616,-0.15423,-0.18733,71.84160614,0.00701961,0.004385797,-0.008850067,0.215094745,0.007829329,2.807146788, , , , , ,602,0.000268974
955.5,-0.0068,-0.0106,-0.0464,-0.0442,97.1376,-0.08229,-0.13675,-0.15351,-0.15039,-0.15112,-0.15155,-0.15861,-0.15514,-0.17875,71.91847229,0.0052379,0.002144246,-0.010426342,0.213555008,0.024954997,2.800928831, , , , , ,602.2,0.000119711
956,-0.0054,-0.009,-0.0463,-0.0455,97.037,-0.08441,-0.13275,-0.14711,-0.14838,-0.15551,-0.15916,-0.14905,-0.15729,-0.17441,71.74938965,0.00986886,0.009189075,-0.014567819,0.215046287,0.02501934,2.798286438, , , , , ,602.4,0.000258857
956.5,-0.0062,-0.0085,-0.0507,-0.0426,97.0699,-0.08201,-0.13015,-0.1433,-0.14851,-0.15643,-0.1595,-0.13892,-0.15871,-0.17035,71.80151367,0.012641719,0.006964015,-0.019484518,0.210003793,0.0138331,2.806450129, , , , , ,602.6,6.09E-05
957,-0.0068,-0.0083,-0.0497,-0.0421,96.9806,-0.07853,-0.12854,-0.1454,-0.15223,-0.16237,-0.16832,-0.13538,-0.15955,-0.17256,71.71153259,0.006494314,0.004871179,-0.012498504,0.20543246,0.013503976,2.809670448, , , , , ,602.8,0.000217365
957.5,-0.009,-0.0083,-0.0467,-0.0439,96.9681,-0.07697,-0.12145,-0.14628,-0.15266,-0.16398,-0.16792,-0.14169,-0.15785,-0.17496,71.72691345,0.010620096,0.000603265,-0.007093972,0.203972131,0.018435428,2.808374643, , , , , ,603,0.000253456
958,-0.0048,-0.0062,-0.0464,-0.0438,96.9154,-0.07851,-0.11941,-0.1518,-0.15432,-0.16286,-0.16915,-0.14534,-0.15683,-0.17445,71.65312195,0.010278816,-0.000985281,-0.012029041,0.220121652,0.012741841,2.789185286, , , , , ,603.2,0.000298282
958.5,-0.0094,-0.0096,-0.0452,-0.0393,96.9234,-0.07516,-0.12054,-0.15495,-0.15615,-0.15705,-0.16792,-0.14263,-0.15508,-0.17862,71.61167145,0.006886533,0.007605467,-0.00906558,0.208519682,0.011028444,2.796635866, , , , , ,603.4,0.000293454
959,-0.0056,-0.0083,-0.0475,-0.0409,96.8182,-0.06781,-0.1198,-0.15129,-0.16129,-0.14642,-0.16528,-0.15006,-0.1543,-0.18026,71.60873413,0.005463188,0.002806262,-0.011208553,0.198566541,0.020133154,2.797708511, , , , , ,603.6,0.000201854
959.5,-0.0055,-0.0086,-0.0464,-0.0449,96.9222,-0.06236,-0.12534,-0.15527,-0.16717,-0.13383,-0.16431,-0.1552,-0.15329,-0.18574,71.52939606,0.003576181,0.007037733,-0.00742176,0.201964468,0.012670833,2.802599669, , , , , ,603.8,0.000117084
960,-0.0054,-0.0095,-0.045,-0.043,96.8428,-0.06718,-0.12238,-0.15616,-0.16613,-0.1328,-0.16624,-0.15893,-0.15497,-0.1842,71.53138733,0.005026914,0.006579437,-0.007838099,0.202163443,0.016444718,2.805092812, , , , , ,604,0.000134209
960.5,-0.0069,-0.0097,-0.0457,-0.0399,96.643,-0.074,-0.12308,-0.1645,-0.16731,-0.13758,-0.16819,-0.1552,-0.15937,-0.18306,71.47325134,0.007291226,0.007028598,-0.015510241,0.195871696,0.018759049,2.802507877, , , , , ,604.2,0.000250868
961,-0.0067,-0.0109,-0.0422,-0.0386,96.6535,-0.0801,-0.12109,-0.16558,-0.16523,-0.14535,-0.16632,-0.1535,-0.16573,-0.18441,71.46585083,0.004902618,0.006012412,-0.016509291,0.185080335,0.014781774,2.8050282, , , , , ,604.4,0.000201697
961.5,-0.0048,-0.0093,-0.0417,-0.0477,96.8209,-0.08328,-0.12013,-0.16458,-0.16669,-0.15806,-0.16134,-0.14954,-0.17693,-0.19048,71.37662506,0.00729383,0.011874606,-0.010626682,0.186217904,0.015918246,2.797894001, , , , , ,604.6,0.000261987
962,-0.0071,-0.0062,-0.0424,-0.0487,96.7213,-0.08273,-0.12406,-0.16481,-0.16812,-0.16708,-0.16114,-0.14858,-0.17456,-0.18991,71.34846497,0.007365058,0.002329093,-0.007356172,0.185845196,0.021355556,2.807944536, , , , , ,604.8,0.000168009
962.5,-0.003,-0.0096,-0.0432,-0.0381,96.6957,-0.08682,-0.12978,-0.15969,-0.15721,-0.17621,-0.15207,-0.14742,-0.16756,-0.18216,71.35103607,0.014643246,-0.001352789,-0.011034471,0.189417303,0.015109338,2.803957224, , , , , ,605,0.0001516
963,-0.0103,-0.0084,-0.0432,-0.0402,96.7573,-0.08683,-0.13166,-0.15296,-0.15359,-0.1725,-0.15142,-0.14639,-0.16173,-0.18317,71.27207947,0.008259527,-0.00203283,-0.013416458,0.191469744,0.012287011,2.787117958, , , , , ,605.2,0.000164009
963.5,-0.0032,-0.008,-0.0466,-0.0445,96.584,-0.08843,-0.13712,-0.1444,-0.15388,-0.16526,-0.15413,-0.14255,-0.15622,-0.17721,71.23369598,0.007387114,0.013522328,-0.012200337,0.185885117,0.015536537,2.8016119, , , , , ,605.4,0.000186698
964,-0.0024,-0.0108,-0.0449,-0.0435,96.6686,-0.08682,-0.13802,-0.14907,-0.15406,-0.15978,-0.16279,-0.1445,-0.15343,-0.17841,71.22120667,0.011053112,0.001762927,-0.022229716,0.183353946,0.014887,2.815755606, , , , , ,605.6,0.000187758
964.5,-0.0072,-0.0085,-0.046,-0.0459,96.7678,-0.08399,-0.13582,-0.15371,-0.15761,-0.15431,-0.16732,-0.15584,-0.15211,-0.17786,71.15752411,0.011865328,-0.004597095,-0.00796012,0.181901678,0.018697271,2.798620462, , , , , ,605.8,0.000135073
965,-0.0097,-0.0062,-0.0502,-0.0399,96.4109,-0.08194,-0.13426,-0.16357,-0.15997,-0.15568,-0.1721,-0.15573,-0.15311,-0.1728,71.18599701,0.009443359,0.00017438,-0.010961457,0.181053311,0.015606082,2.802454233, , , , , ,606,0.000154996
965.5,-0.0054,-0.0066,-0.0463,-0.0435,96.6755,-0.0858,-0.13356,-0.1663,-0.15978,-0.1592,-0.16694,-0.15197,-0.15351,-0.16943,71.13887787,0.010170521,0.007635339,-0.012522398,0.175086051,0.017130842,2.799655676, , , , , ,606.2,0.000192856
966,-0.0064,-0.0073,-0.0463,-0.0445,96.6959,-0.08649,-0.13202,-0.16648,-0.16585,-0.1609,-0.15817,-0.15258,-0.16035,-0.17157,71.04302979,0.011481517,0.011424107,-0.008861625,0.169724912,0.01352643,2.793948889, , , , , ,606.4,0.000262363
966.5,-0.008,-0.0069,-0.0497,-0.0456,96.5164,-0.0848,-0.1354,-0.16812,-0.16803,-0.16617,-0.15287,-0.15338,-0.16429,-0.16837,71.07633209,0.013013379,0.013499234,-0.016217628,0.164256856,0.010200667,2.801452398, , , , , ,606.6,0.000203791
967,-0.007,-0.009,-0.05,-0.0399,96.7128,-0.08214,-0.13631,-0.16242,-0.16407,-0.17325,-0.15063,-0.15109,-0.16836,-0.17203,70.98214722,0.011090751,0.001313322,-0.00593904,0.173390344,0.016001336,2.802675486, , , , , ,606.8,0.000245993
967.5,-0.0079,-0.0094,-0.0485,-0.0391,96.4858,-0.08197,-0.13707,-0.16751,-0.15655,-0.17206,-0.14694,-0.14511,-0.16881,-0.17315,70.98673248,0.00409663,0.003457743,-0.005436315,0.170878828,0.012242413,2.799956799, , , , , ,607,0.000186106
968,-0.0067,-0.0085,-0.0481,-0.0433,96.6557,-0.0784,-0.13097,-0.16428,-0.15079,-0.16135,-0.15211,-0.14697,-0.17175,-0.17664,70.9141922,0.006967185,0.007730395,-0.010004964,0.167834535,0.020118564,2.799283266, , , , , ,607.2,0.000199612
968.5,-0.0074,-0.0109,-0.0484,-0.0426,96.5868,-0.08248,-0.12531,-0.16144,-0.15153,-0.16654,-0.15562,-0.14792,-0.1791,-0.18334,70.89233398,0.004095007,-0.001300123,-0.018505575,0.162960202,0.019994831,2.798320532, , , , , ,607.4,0.000125897
969,-0.0059,-0.0075,-0.0483,-0.0451,96.5961,-0.08285,-0.1226,-0.1631,-0.15829,-0.16681,-0.16358,-0.15775,-0.18093,-0.18591,70.87911987,0.014370792,0.005600125,-0.0123934,0.156106725,0.018863965,2.807824135, , , , , ,607.6,0.000194066
969.5,-0.0091,-0.0064,-0.0513,-0.0379,96.7418,-0.08578,-0.12056,-0.15413,-0.15516,-0.17116,-0.16739,-0.15582,-0.16838,-0.18122,70.80045319,0.010602155,0.002907636,-0.01274919,0.156538039,0.01636219,2.804352522, , , , , ,607.8,0.000199341
970,-0.0066,-0.0115,-0.0511,-0.0424,96.5493,-0.08753,-0.11492,-0.14388,-0.15432,-0.17331,-0.16757,-0.14934,-0.15979,-0.17803,70.77919006,0.010634983,0.005120341,-0.013575048,0.161715046,0.019255111,2.805261374, , , , , ,608,0.00015047
970.5,-0.0091,-0.0083,-0.0469,-0.0456,96.6713,-0.08184,-0.12004,-0.13066,-0.15645,-0.1711,-0.16495,-0.14867,-0.15512,-0.17567,70.73342896,0.007339689,0.000811945,-0.019305456,0.157707796,0.011818864,2.806535482, , , , , ,608.2,0.000221798
971,-0.0024,-0.0129,-0.0495,-0.044,96.7255,-0.07927,-0.12677,-0.12158,-0.16076,-0.17458,-0.15914,-0.15187,-0.15302,-0.1716,70.71063232,0.005295613,0.006183564,-0.010286896,0.155863553,0.016390046,2.801999807, , , , , ,608.4,0.000284642
971.5,-0.0102,-0.0075,-0.0511,-0.0395,96.7524,-0.08296,-0.12969,-0.12382,-0.16544,-0.17859,-0.15342,-0.15381,-0.15232,-0.16909,70.70504761,0.008562879,0.000895069,-0.01145084,0.155004188,0.012698801,2.79789567, , , , , ,608.6,0.000205923
972,-0.0087,-0.0087,-0.0513,-0.0433,96.7963,-0.07078,-0.13478,-0.13148,-0.16781,-0.1825,-0.15437,-0.15554,-0.16118,-0.16843,70.66031647,0.010266975,-0.000710509,-0.01187365,0.152534485,0.011494777,2.803500652, , , , , ,608.8,0.000287768
972.5,-0.0048,-0.0074,-0.0489,-0.0432,96.7426,-0.06555,-0.13702,-0.13848,-0.1688,-0.17813,-0.14778,-0.1578,-0.16593,-0.174,70.62612915,0.010240897,0.00725739,-0.017940447,0.146336094,0.020817913,2.802071095, , , , , ,609,0.000272487
973,-0.0097,-0.0096,-0.0479,-0.0415,96.6933,-0.06636,-0.13837,-0.14693,-0.1726,-0.17003,-0.14241,-0.16198,-0.16979,-0.17851,70.59052277,0.013523984,0.001952807,-0.012667202,0.151230991,0.014009884,2.806680679, , , , , ,609.2,0.000210533
973.5,-0.0092,-0.0117,-0.0504,-0.0445,96.8367,-0.07229,-0.1376,-0.15839,-0.17281,-0.17035,-0.1451,-0.1599,-0.16656,-0.17623,70.56123352,0.003723519,0.001534002,-0.008459675,0.149920836,0.016326953,2.796111345, , , , , ,609.4,0.000279609
974,-0.0075,-0.0107,-0.0514,-0.0426,96.9158,-0.07441,-0.13617,-0.16031,-0.17259,-0.17667,-0.15265,-0.15943,-0.16562,-0.17971,70.49780273,0.009082679,0.009355998,-0.013918391,0.155831531,0.015199921,2.806592941, , , , , ,609.6,0.000306845
974.5,-0.0093,-0.0074,-0.0492,-0.0414,96.8888,-0.07636,-0.12875,-0.1661,-0.17094,-0.17317,-0.15614,-0.15618,-0.16582,-0.17843,70.50354767,0.010660093,0.006739272,-0.005588896,0.145761803,0.017974012,2.805191994, , , , , ,609.8,0.000216987
975,-0.0054,-0.0109,-0.0477,-0.0442,96.8077,-0.07801,-0.12199,-0.16028,-0.16397,-0.16912,-0.15968,-0.15399,-0.16256,-0.17808,70.45100403,0.011514604,0.002006545,-0.010520134,0.137554675,0.012364821,2.813088417, , , , , ,610,0.000246301
975.5,-0.0098,-0.0093,-0.0504,-0.043,96.9506,-0.08458,-0.12385,-0.15687,-0.16344,-0.17256,-0.15949,-0.15445,-0.16206,-0.17419,70.41424561,0.010628711,0.005710232,-0.007166608,0.128894016,0.013895983,2.804773569, , , , , ,610.2,0.000303813
976,-0.0065,-0.0087,-0.0478,-0.0459,96.9751,-0.08155,-0.12584,-0.15209,-0.16726,-0.16984,-0.15863,-0.16046,-0.16347,-0.1742,70.36597443,0.004999459,-0.00490618,-0.011751453,0.137562141,0.009856574,2.809010506, , , , , ,610.4,0.000110481
976.5,-0.0067,-0.0087,-0.0491,-0.044,97.0576,-0.07978,-0.13042,-0.14811,-0.16832,-0.16612,-0.15833,-0.16299,-0.15896,-0.17378,70.32894135,0.019181557,-0.003793431,-0.012946784,0.139682978,0.011484304,2.800498724, , , , , ,610.6,0.000183434
977,-0.0056,-0.0123,-0.0524,-0.0417,96.9796,-0.07874,-0.13705,-0.14669,-0.17314,-0.17214,-0.16101,-0.16066,-0.15377,-0.17296,70.30825806,0.000846077,0.024290113,-0.01085226,0.140409291,0.017230595,2.794925213, , , , , ,610.8,0.000324275
977.5,-0.0095,-0.0094,-0.0493,-0.0438,97.0192,-0.07191,-0.13746,-0.13908,-0.17102,-0.17134,-0.16304,-0.15681,-0.15183,-0.176,70.2960434,0.007388571,0.005217109,-0.006703634,0.135130242,0.012709677,2.803890705, , , , , ,611,0.000433635
978,-0.0072,-0.0091,-0.0477,-0.0417,97.1637,-0.06601,-0.14194,-0.14082,-0.16874,-0.17109,-0.16461,-0.15289,-0.15038,-0.18212,70.19338226,0.014366241,0.011589071,-0.005488881,0.126528457,0.020099934,2.802889585, , , , , ,611.2,0.000745715
978.5,-0.0084,-0.0085,-0.0476,-0.0414,97.1702,-0.07022,-0.14589,-0.139,-0.16418,-0.16772,-0.15698,-0.14479,-0.14842,-0.18683,70.2224884,0.006577006,-6.75E-05,-0.011594363,0.138667017,0.012669435,2.801193953, , , , , ,611.4,0.000596905
979,-0.0097,-0.0085,-0.0512,-0.0448,97.2165,-0.06838,-0.14239,-0.13987,-0.16254,-0.168,-0.16082,-0.14497,-0.16052,-0.19149,70.17449951,0.011515749,0.015340773,-0.007097424,0.128887504,0.01560426,2.810518265, , , , , ,611.6,-0.000148509
979.5,-0.0065,-0.0075,-0.0525,-0.0411,97.2285,-0.06704,-0.13435,-0.13806,-0.15842,-0.16444,-0.16468,-0.14518,-0.15991,-0.19579,70.16142273,0.001293233,0.00160264,-0.011992357,0.136781976,0.012318314,2.810777664, , , , , ,611.8,0.000427486
980,-0.0093,-0.0084,-0.0506,-0.0443,97.2523,-0.06847,-0.12801,-0.13797,-0.15611,-0.15731,-0.16855,-0.15162,-0.15804,-0.19622,70.07710266,0.011099981,0.005266843,-0.013175793,0.128084272,0.014439942,2.804629087, , , , , ,612,0.000465323
980.5,-0.0104,-0.0104,-0.0484,-0.0422,97.3698,-0.07492,-0.12605,-0.14249,-0.15669,-0.16441,-0.16638,-0.15218,-0.15412,-0.19429,70.07389069,0.021274131,0.004230205,-0.006201046,0.124798805,0.014329234,2.796448469, , , , , ,612.2,9.81E-05
981,-0.0066,-0.0087,-0.0494,-0.0395,97.328,-0.07693,-0.12798,-0.14074,-0.15383,-0.16519,-0.16867,-0.1608,-0.1492,-0.1926,70.03653717,0.009459616,0.002684645,-0.006591004,0.127132505,0.015237974,2.805718899, , , , , ,612.4,0.000479763
981.5,-0.0082,-0.0118,-0.0483,-0.0458,97.4119,-0.07819,-0.12338,-0.14148,-0.15365,-0.17021,-0.17629,-0.16413,-0.15298,-0.18677,70.00707245,0.014327689,-0.004636589,-0.009858644,0.12230596,0.016766867,2.800079107, , , , , ,612.6,-3.29E-05
982,-0.0093,-0.0091,-0.0484,-0.0439,97.5567,-0.08269,-0.12505,-0.14147,-0.14894,-0.17811,-0.17373,-0.16291,-0.14997,-0.18243,69.95954132,0.007435676,0.003748546,-0.014288907,0.126993984,0.013659745,2.801239014, , , , , ,612.8,0.000462433
982.5,-0.0057,-0.0097,-0.049,-0.0411,97.3386,-0.08287,-0.12467,-0.14807,-0.1521,-0.18663,-0.17176,-0.15586,-0.14802,-0.1797,69.94854736,0.016784897,0.004758915,-0.009402084,0.122351587,0.014716175,2.799233675, , , , , ,613,0.000697925
983,-0.0069,-0.0092,-0.0506,-0.0425,97.6102,-0.08194,-0.12144,-0.14754,-0.15331,-0.1917,-0.16792,-0.15162,-0.14961,-0.17841,69.90911102,0.012420163,0.007578824,-0.006541139,0.119055249,0.016443357,2.803486824, , , , , ,613.2,0.00045259
983.5,-0.0078,-0.0088,-0.0503,-0.0455,97.457,-0.0841,-0.122,-0.15246,-0.15941,-0.18464,-0.1689,-0.14824,-0.15453,-0.17979,69.8242569,0.009837969,-0.01319289,-0.006046276,0.121396616,0.014750566,2.797734261, , , , , ,613.4,0.000353638
984,-0.0067,-0.0101,-0.0499,-0.0443,97.5967,-0.08522,-0.12593,-0.15327,-0.16911,-0.18106,-0.16911,-0.15163,-0.15885,-0.18455,69.82063293,0.011550151,-0.006883392,-0.005267747,0.118277662,0.016445089,2.804291487, , , , , ,613.6,0.000358912
984.5,-0.0073,-0.0078,-0.0491,-0.0446,97.6638,-0.08843,-0.12319,-0.14764,-0.177,-0.17601,-0.175,-0.15597,-0.15943,-0.18,69.7881012,0.010668046,0.01065359,0.003380559,0.122789837,0.012306581,2.807914734, , , , , ,613.8,0.000403598
